keyword,keyword_id,movie_id
"ancient world",14704,1966
"prophecy",530,675
"witch",616,675
"loss of lover",1014,675
"magic",2343,675
"cutting the cord",2630,675
"child hero",3650,675
"dying and death",3737,675
"broom",3872,675
"sorcerer's apprentice",3873,675
"school of witchcraft",3884,675
"black magic",4252,675
"death of a friend",4959,675
"sorcery",5147,675
"occultism",221387,675
"magic",2343,674
"dying and death",3737,674
"broom",3872,674
"sorcerer's apprentice",3873,674
"school of witchcraft",3884,674
"chosen one",4238,674
"black magic",4252,674
"boarding school",6271,674
"vision",10629,674
"tournament",12380,674
"teenager",13130,674
"wizard",177912,674
"teenage hero",188178,674
"based on young adult novel",223438,674
"flying",334,8960
"alcohol",567,8960
"love of one's life",2038,8960
"forbidden love",3691,8960
"lovers",4663,8960
"affection",5608,8960
"advertising expert",5920,8960
"alcoholism",7464,8960
"invulnerability",8872,8960
"superhero",9715,8960
"pokies",11794,8960
"duringcreditsstinger",179431,8960
"saving the world",83,6479
"lost civilisation",4190,6479
"post-apocalyptic",4458,6479
"dystopia",4565,6479
"matter of life and death",5144,6479
"alone",6511,6479
"helplessness",6997,6479
"virus",188957,6479
"pandemic",188973,6479
"london england",212,118
"father son relationship",494,118
"chocolate",715,118
"factory worker",730,118
"based on novel",818,118
"parents kids relationship",970,118
"candy",985,118
"overweight child",987,118
"grandfather grandson relationship",1158,118
"teacher",10508,118
"paris",90,2062
"brother brother relationship",380,2062
"expensive restaurant",996,2062
"river",1261,2062
"cook",1650,2062
"mouse",2161,2062
"confidence",2246,2062
"roof",2405,2062
"window",2872,2062
"leaving one's family",2982,2062
"work",3640,2062
"restaurant critic",3910,2062
"kitchen",3914,2062
"spice",6074,2062
"court",6148,2062
"cookbook",6808,2062
"family",18035,2062
"chef",18293,2062
"rat",189359,2062
"himalaya",486,272
"martial arts",779,272
"dc comics",849,272
"crime fighter",853,272
"secret identity",1308,272
"undercover",1568,272
"hero",1701,272
"loss of father",1872,272
"society",3679,272
"gotham city",6969,272
"vigilante",7002,272
"superhero",9715,272
"based on comic book",9717,272
"rivalry",9823,272
"tragic hero",10044,272
"ninja",10278,272
"good vs evil",10842,272
"crime",14536,272
"super powers",163455,272
"haunted by the past",173719,272
"evil doctor",179095,272
"escapade",187710,272
"master villain",206694,272
"fighting crime",206700,272
"unfulfillment",206709,272
"love and romance",206715,272
"unfulfilled love",206716,272
"africa",409,10527
"jealousy",931,10527
"dance",1691,10527
"hunger",1899,10527
"lion",2043,10527
"zoo",2172,10527
"hippopotamus",2509,10527
"chimp",2552,10527
"penguin",3028,10527
"volcano",3347,10527
"madagascar",3645,10527
"airplane",3800,10527
"zebra",7639,10527
"sequel",9663,10527
"shark",15097,10527
"imax",156395,10527
"duringcreditsstinger",179431,10527
"museum",2598,18360
"theodore roosevelt",5648,18360
"duringcreditsstinger",179431,18360
"amelia earhart",194476,18360
"smithsonian",209642,18360
"corruption",417,2080
"mutant",1852,2080
"boxer",2792,2080
"army",6092,2080
"marvel comic",8828,2080
"superhero",9715,2080
"aftercreditsstinger",179430,2080
"duringcreditsstinger",179431,2080
"saving the world",83,605
"artificial intelligence",310,605
"man vs machine",312,605
"flying",334,605
"philosophy",490,605
"fortune teller",663,605
"kung fu",780,605
"underground world",1001,605
"killer robot",1373,605
"temple",1530,605
"subway",1552,605
"dream",1566,605
"sun",1670,605
"hero",1701,605
"fight",1721,605
"sunlight",2725,605
"computer virus",2812,605
"key",2849,605
"future",2964,605
"precognition",3219,605
"super computer",3222,605
"machine town",3223,605
"ying yang",3225,605
"dying and death",3737,605
"virtual reality",4563,605
"dystopia",4565,605
"computer",6104,605
"faith",6150,605
"world religion",6193,605
"truth",6256,605
"rescue",10084,605
"mission",10364,605
"cyberpunk",12190,605
"woman director",187056,605
"yin yang",220232,605
"gnosticism",221385,605
"queen",2011,109445
"musical",4344,109445
"princess",7376,109445
"betrayal",10085,109445
"snowman",10115,109445
"animation",10336,109445
"reindeer",10385,109445
"curse",10541,109445
"snow",10794,109445
"troll",11173,109445
"mountain climber",155801,109445
"aftercreditsstinger",179430,109445
"woman director",187056,109445
"3d",209714,109445
"saving the world",83,604
"artificial intelligence",310,604
"man vs machine",312,604
"martial arts",779,604
"kung fu",780,604
"underground world",1001,604
"dream",1566,604
"hero",1701,604
"fight",1721,604
"computer virus",2812,604
"key",2849,604
"future",2964,604
"plato",3217,604
"precognition",3219,604
"rave",3221,604
"dying and death",3737,604
"virtual reality",4563,604
"dystopia",4565,604
"computer",6104,604
"faith",6150,604
"world religion",6193,604
"truth",6256,604
"mission",10364,604
"cyberpunk",12190,604
"woman director",187056,604
"gnosticism",221385,604
"marvel comic",8828,76338
"superhero",9715,76338
"based on comic book",9717,76338
"hostile takeover",171783,76338
"norse mythology",179101,76338
"aftercreditsstinger",179430,76338
"duringcreditsstinger",179431,76338
"marvel cinematic universe",180547,76338
"3d",209714,76338
"asgard",209818,76338
"boarding school",6271,71866
"woman director",187056,71866
"future",2964,76341
"chase",3713,76341
"post-apocalyptic",4458,76341
"dystopia",4565,76341
"australia",5657,76341
"rescue",10084,76341
"survival",10349,76341
"on the run",10562,76341
"convoy",155499,76341
"peak oil",190954,76341
"dark future",212516,76341
"rome",588,13448
"vatican",716,13448
"based on novel",818,13448
"symbolism",1715,13448
"christian",5950,13448
"illuminati",5960,13448
"quantum mechanics",8056,13448
"prequel",9675,13448
"anti matter",9676,13448
"conspiracy",10410,13448
"investigator",14780,13448
"catholicism",161207,13448
"cern",234169,13448
"new mexico",1508,10195
"banishment",5149,10195
"shield",5539,10195
"marvel comic",8828,10195
"hammer",9366,10195
"superhero",9715,10195
"based on comic book",9717,10195
"redemption",11436,10195
"norse mythology",179101,10195
"aftercreditsstinger",179430,10195
"marvel cinematic universe",180547,10195
"3d",209714,10195
"asgard",209818,10195
"odin",232926,10195
"heimdall",232932,10195
"hamster",1939,13053
"kids and family",9963,13053
"animal",18165,13053
"cat vs dog",158378,13053
"duringcreditsstinger",179431,13053
"dog cat friendship",213873,13053
"animal lead",230873,13053
"girl dog relationship",232802,13053
"dyr",156904,19585
"duringcreditsstinger",179431,19585
"underworld",1449,57165
"hades",2033,57165
"mythology",2035,57165
"greek mythology",2036,57165
"zeus",8985,57165
"perseus",161170,57165
"gods",161172,57165
"ancient greece",162861,57165
"based on greek myth",162862,57165
"ares",166457,57165
"3d",209714,57165
"witch",616,62213
"imprisonment",2883,62213
"vampire",3133,62213
"curse",10541,62213
"fish out of water",11860,62213
"chains",15375,62213
"gothic",33505,62213
"madness",41410,62213
"old house",155733,62213
"lost love",160269,62213
"angry mob",160274,62213
"18th century",160279,62213
"ghost",162846,62213
"hidden room",190941,62213
"old mansion",193263,62213
"london england",212,177677
"spy",470,177677
"austria",1201,177677
"villain",3289,177677
"sequel",9663,177677
"mission",10364,177677
"conspiracy",10410,177677
"vienna opera",160852,177677
"vienna",233055,177677
"father son relationship",494,7978
"victorian england",8250,7978
"remake",9714,7978
"rural setting",11004,7978
"werewolf",12564,7978
"factory worker",730,5559
"tennis",1488,5559
"flower",2382,5559
"florist",2778,5559
"flower shop",2779,5559
"pilot",3203,5559
"college",3616,5559
"airplane",3800,5559
"beehive",4247,5559
"court",6148,5559
"aftercreditsstinger",179430,5559
"martial arts",779,49444
"hope",3929,49444
"fleet",7379,49444
"panda",8531,49444
"mission",10364,49444
"woman director",187056,49444
"fire",657,10196
"ice",1445,10196
"war ship",2770,10196
"prince",3071,10196
"kingdom",4152,10196
"water",4237,10196
"village",5331,10196
"arrest",5638,10196
"remake",9714,10196
"attack",10563,10196
"avatar",13002,10196
"air",13152,10196
"spirit",13153,10196
"world",13154,10196
"domination",13155,10196
"cheering",13156,10196
"berlin",220,956
"cia",591,956
"vatican",716,956
"white house",833,956
"secret identity",1308,956
"secret",1328,956
"explosive",1653,956
"mobile phone",1880,956
"map",1969,956
"traitor",2052,956
"mask",2546,956
"honeymoon",2676,956
"shanghai",2682,956
"pretended murder",3181,956
"secret mission",3269,956
"letter",3344,956
"funeral",3739,956
"covered investigation",3877,956
"to shoot dead",4277,956
"secret agent",4289,956
"video",4697,956
"stamp",4698,956
"hard drive",4699,956
"e-mail",4700,956
"decipherment",4701,956
"suitcase",4702,956
"computer",6104,956
"revenge",9748,956
"murder",9826,956
"mission",10364,956
"hospital",11612,956
"duel",12965,956
"disguise",18118,956
"celebration",33648,956
"good and bad",46958,956
"research laboratory",191881,956
"blast",222423,956
"usa president",840,117251
"conspiracy",10410,117251
"secret service",41249,117251
"the white house",192099,117251
"boy",5202,50321
"alien",9951,50321
"rescue",10084,50321
"martian",10539,50321
"alien abduction",12553,50321
"alien invasion",14909,50321
"based on children's book",15101,50321
"duringcreditsstinger",179431,50321
"london england",212,11619
"underworld",1449,11619
"return",1571,11619
"ship",3799,11619
"frog",4456,11619
"girlfriend",5490,11619
"rubin",9345,11619
"flying",334,266647
"magic",2343,266647
"fairy tale",3205,266647
"peter pan",4332,266647
"mermaid",5938,266647
"pirate",12988,266647
"fantasy world",170362,266647
"father son relationship",494,82703
"egypt",1160,82703
"intelligence",2051,82703
"adoption",2393,82703
"time travel",4379,82703
"boy",5202,82703
"child prodigy",5561,82703
"friendship",6054,82703
"growing up",9825,82703
"children",10103,82703
"talking animal",11477,82703
"talking dog",11478,82703
"dog",15162,82703
"first love",157303,82703
"ancient egypt",157894,82703
"time traveler",176056,82703
"duringcreditsstinger",179431,82703
"new school",190100,82703
"george washington",193213,82703
"gags",195506,82703
"trouble",199093,82703
"time paradox",208757,82703
"prodigy",228041,82703
"brother brother relationship",380,652
"adultery",596,652
"mythology",2035,652
"beauty",3258,652
"trojan war",3265,652
"bravery",3930,652
"wall",4372,652
"fraud",4373,652
"hostility",6062,652
"epic",6917,652
"sword fight",9725,652
"battlefield",10141,652
"ancient world",14704,652
"pyre",158553,652
"ancient greece",162861,652
"trojan horse",189601,652
"trojan",235615,652
"bronze age",235616,652
"sparta greece",235617,652
"helen of troy",235618,652
"homer's iliad",235619,652
"madagascar",3645,80321
"3d",209714,80321
"laser",3290,36669
"british secret service",156095,36669
"secret service agent",208633,36669
"space based weapon",234365,36669
"female friendship",5248,43074
"ghost hunting",15040,43074
"reboot",161184,43074
"ghost",162846,43074
"saving the world",83,95
"paris",90,95
"moon",305,95
"cataclysm",843,95
"asteroid",1423,95
"self sacrifice",1430,95
"nasa",1432,95
"space marine",1826,95
"loss of father",1872,95
"daughter",5600,95
"space",9882,95
"wedding",13027,95
"astronaut",14626,95
"eiffel tower paris",164889,95
"duringcreditsstinger",179431,95
"disaster movie",199076,95
"space centre",211487,95
"mars",839,8870
"future",2964,8870
"astronaut",14626,8870
"science",156810,8870
"catastrophe",188351,8870
"saving the world",83,608
"secret identity",1308,608
"sun glasses",1381,608
"undercover",1568,608
"space marine",1826,608
"illegal immigration",2173,608
"deportation",2428,608
"new identity",2547,608
"flying saucer",3243,608
"light",3760,608
"firearm",6112,608
"alien",9951,608
"fictional government agency",174915,608
"denmark",509,2310
"nordic mythology",2037,2310
"lie",2251,2310
"pride and vanity",3932,2310
"folk hero",4615,2310
"human weakness",5035,2310
"viking",5895,2310
"alienation",7368,2310
"festival hall",7411,2310
"sin",7412,2310
"royalty",9920,2310
"curse",10541,2310
"battle",14643,2310
"ancient world",14704,2310
"adult animation",161919,2310
"motion capture",196544,2310
"china",478,140300
"martial arts",779,140300
"kung fu",780,140300
"village",5331,140300
"panda",8531,140300
"sequel",9663,140300
"talking animal",11477,140300
"anthropomorphism",11500,140300
"dragon",12554,140300
"ancient china",15036,140300
"wuxia",184656,140300
"woman director",187056,140300
"fight",1721,56292
"sequel",9663,56292
"mission",10364,56292
"explosion",14601,56292
"broken arm",17992,56292
"imax",156395,56292
"nuclear threat",156767,56292
"dream",1566,81188
"santa claus",1991,81188
"nightmare",3030,81188
"easter bunny",9923,81188
"tooth fairy",33597,81188
"jack frost",41581,81188
"sandman",41584,81188
"duringcreditsstinger",179431,81188
"competition",271,9955
"olympic games",2070,9955
"sport",6075,9955
"rivalry",9823,9955
"ice skating",157168,9955
"based on novel",818,7552
"desperation",1333,7552
"robber",1621,7552
"hold-up robbery",3607,7552
"remake",9714,7552
"suburbia",10532,7552
"loss of job",14549,7552
"humiliation",33740,7552
"unemployment",156052,7552
"bankruptcy",157296,7552
"travel agent",160510,7552
"riches to rags",211295,7552
"bearer bonds",227863,7552
"comeuppance",227864,7552
"japan",233,616
"war crimes",1327,616
"sense of guilt",1335,616
"swordplay",1400,616
"general",1402,616
"samurai",1462,616
"war veteran",1543,616
"katana",1908,616
"sword",1938,616
"arms deal",2001,616
"homeland",2156,616
"emperor",2280,616
"language barrier",2568,616
"self-discovery",2796,616
"mountain village",2802,616
"foreign legion",2905,616
"mercenary",3070,616
"campaign",3072,616
"commercial agreement",3073,616
"insurgence",3074,616
"leader",3077,616
"war strategy",3078,616
"gettysburg",3080,616
"loss of husband",4549,616
"slaughter",10089,616
"soldier",13065,616
"alcoholic",33457,616
"u.s. soldier",33564,616
"japanese army",170007,616
"19th century",207928,616
"war trauma",220492,616
"moses",488,147441
"bible",3036,147441
"ancient egypt",157894,147441
"3d",209714,147441
"ramses",211105,147441
"spacecraft",1612,13475
"teleportation",3822,13475
"space mission",4040,13475
"parachute",4300,13475
"time travel",4379,13475
"black hole",4380,13475
"supernova",5100,13475
"prequel",9675,13475
"warp speed",9684,13475
"futuristic",9685,13475
"warp engine",9686,13475
"romulans",12388,13475
"outer space",12405,13475
"vulcan",155212,13475
"alternate reality",156282,13475
"space opera",161176,13475
"reboot",161184,13475
"loss of lover",1014,557
"spider",3986,557
"thanksgiving",4543,557
"bad boss",5812,557
"hostility",6062,557
"marvel comic",8828,557
"superhero",9715,557
"pokies",11794,557
"evil",156075,557
"reference to superman",169887,557
"goblin",189094,557
"prison",378,2789
"dystopia",4565,2789
"matter of life and death",5144,2789
"outer space",12405,2789
"intergalactic travel",221654,2789
"father son relationship",494,82702
"wife husband relationship",1157,82702
"sacrifice",2858,82702
"viking",5895,82702
"sequel",9663,82702
"rescue",10084,82702
"dragon",12554,82702
"mother son relationship",157499,82702
"death of husband",175421,82702
